,Paper_Exp_ID,Behavior,Variable,Human Answer,GPT Answer,GPT Cost
304,A_30,"change in HDL cholesterol, baseline to 24 mo",financial_reqt,No,Unclear,0.03558
305,A_30,"change in HDL cholesterol, baseline to 24 mo",travel_reqt,No,No,0.021419999999999998
306,A_30,"change in HDL cholesterol, baseline to 24 mo",planning_reqt,No,Unclear,0.04206
307,A_30,"change in HDL cholesterol, baseline to 24 mo",location_reqt,No,Unclear,0.020969999999999996
308,A_30,"change in HDL cholesterol, baseline to 24 mo",timing_reqt,No,No,0.05799
309,A_30,"change in HDL cholesterol, baseline to 24 mo",prosociality,No,Unclear,0.05268
310,A_30,"change in HDL cholesterol, baseline to 24 mo",delay,Yes,Yes,0.04485
311,A_30,"change in HDL cholesterol, baseline to 24 mo",authority,No,Unclear,0.02433
312,A_30,"change in LDL cholesterol, baseline to 12 mo",behavior_priority,secondary,"The behavioral outcome ""change in LDL cholesterol, baseline to 12 mo"" is not mentioned in the provided context.",0.06381
313,A_30,"change in LDL cholesterol, baseline to 12 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06692999999999999
314,A_30,"change in LDL cholesterol, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04086
315,A_30,"change in LDL cholesterol, baseline to 12 mo",behavior_metric,continuous,continuous,0.06155999999999999
316,A_30,"change in LDL cholesterol, baseline to 12 mo",behavior_selfreport,N,N,0.04485
317,A_30,"change in LDL cholesterol, baseline to 12 mo",financial_reqt,No,Unclear,0.035550000000000005
318,A_30,"change in LDL cholesterol, baseline to 12 mo",travel_reqt,No,No,0.02139
319,A_30,"change in LDL cholesterol, baseline to 12 mo",planning_reqt,No,Unclear,0.04203
320,A_30,"change in LDL cholesterol, baseline to 12 mo",location_reqt,No,Unclear,0.020939999999999997
321,A_30,"change in LDL cholesterol, baseline to 12 mo",timing_reqt,No,No,0.05795999999999999
322,A_30,"change in LDL cholesterol, baseline to 12 mo",prosociality,No,Unclear,0.052649999999999995
323,A_30,"change in LDL cholesterol, baseline to 12 mo",delay,Yes,Yes,0.04482
324,A_30,"change in LDL cholesterol, baseline to 12 mo",authority,No,Unclear,0.0243
325,A_30,"change in LDL cholesterol, baseline to 24 mo",behavior_priority,secondary,none,0.06249
326,A_30,"change in LDL cholesterol, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06692999999999999
327,A_30,"change in LDL cholesterol, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04086
328,A_30,"change in LDL cholesterol, baseline to 24 mo",behavior_metric,continuous,continuous,0.06155999999999999
329,A_30,"change in LDL cholesterol, baseline to 24 mo",behavior_selfreport,N,N,0.04485
330,A_30,"change in LDL cholesterol, baseline to 24 mo",financial_reqt,No,Unclear,0.035550000000000005
331,A_30,"change in LDL cholesterol, baseline to 24 mo",travel_reqt,No,No,0.02139
332,A_30,"change in LDL cholesterol, baseline to 24 mo",planning_reqt,No,Unclear,0.04203
333,A_30,"change in LDL cholesterol, baseline to 24 mo",location_reqt,No,Unclear,0.020939999999999997
334,A_30,"change in LDL cholesterol, baseline to 24 mo",timing_reqt,No,No,0.05795999999999999
335,A_30,"change in LDL cholesterol, baseline to 24 mo",prosociality,No,Unclear,0.052649999999999995
336,A_30,"change in LDL cholesterol, baseline to 24 mo",delay,Yes,Yes,0.04482
337,A_30,"change in LDL cholesterol, baseline to 24 mo",authority,No,Unclear,0.0243
338,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",behavior_priority,secondary,none,0.06264
339,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06695999999999999
340,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04101
341,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",behavior_metric,continuous,continuous,0.06171
342,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",behavior_selfreport,N,N,0.045
343,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",financial_reqt,No,No,0.03563999999999999
344,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",travel_reqt,No,No,0.02154
345,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",planning_reqt,No,No,0.04211999999999999
346,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",location_reqt,Yes,No,0.02103
347,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",timing_reqt,No,No,0.058109999999999995
348,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",prosociality,No,Yes,0.052739999999999995
349,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",delay,Yes,Yes,0.044969999999999996
350,A_30,"change in avg % of green labeled items purchased, baseline to 12 mo",authority,No,No,0.024390000000000002
351,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",behavior_priority,secondary,none,0.06264
352,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06695999999999999
353,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04101
354,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",behavior_metric,continuous,continuous,0.06171
355,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",behavior_selfreport,N,N,0.045
356,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",financial_reqt,No,No,0.03563999999999999
357,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",travel_reqt,No,No,0.02154
358,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",planning_reqt,No,No,0.04211999999999999
359,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",location_reqt,Yes,No,0.02103
360,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",timing_reqt,No,No,0.058109999999999995
361,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",prosociality,No,Yes,0.052739999999999995
362,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",delay,Yes,Unclear,0.04503
363,A_30,"change in avg % of green labeled items purchased, baseline to 24 mo",authority,No,No,0.024390000000000002
364,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",behavior_priority,secondary,none,0.06264
365,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06695999999999999
366,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04101
367,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",behavior_metric,continuous,continuous,0.06171
368,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",behavior_selfreport,N,N,0.045
369,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",financial_reqt,No,No,0.03563999999999999
370,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",travel_reqt,No,No,0.02154
371,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",planning_reqt,No,No,0.04211999999999999
372,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",location_reqt,Yes,No,0.02103
373,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",timing_reqt,No,No,0.058109999999999995
374,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",prosociality,No,Unclear,0.0528
375,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",delay,Yes,Yes,0.044969999999999996
376,A_30,"change in avg % of red labeled items purchased, baseline to 12 mo",authority,No,No,0.024390000000000002
377,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",behavior_priority,secondary,none,0.06264
378,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06695999999999999
379,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04101
380,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",behavior_metric,continuous,continuous,0.06171
381,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",behavior_selfreport,N,N,0.045
382,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",financial_reqt,No,No,0.03563999999999999
383,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",travel_reqt,No,No,0.02154
384,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",planning_reqt,No,Unclear,0.042179999999999995
385,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",location_reqt,Yes,No,0.02103
386,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",timing_reqt,No,No,0.058109999999999995
387,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",prosociality,No,Yes,0.052739999999999995
388,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",delay,Yes,Yes,0.044969999999999996
389,A_30,"change in avg % of red labeled items purchased, baseline to 24 mo",authority,No,No,0.024390000000000002
390,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_priority,secondary,none,0.06264
391,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06695999999999999
392,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04101
393,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_metric,continuous,continuous,0.06171
394,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",behavior_selfreport,N,N,0.045
395,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",financial_reqt,No,No,0.03563999999999999
396,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",travel_reqt,No,No,0.02154
397,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",planning_reqt,No,No,0.04211999999999999
398,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",location_reqt,Yes,No,0.02103
399,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",timing_reqt,No,No,0.058109999999999995
400,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",prosociality,No,Unclear,0.0528
401,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",delay,Yes,Yes,0.044969999999999996
402,A_30,"change in avg % of yellow labeled items purchased, baseline to 12 mo",authority,No,No,0.024390000000000002
403,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_priority,secondary,none,0.06264
404,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06707999999999999
405,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04101
406,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_metric,continuous,continuous,0.06171
407,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",behavior_selfreport,N,N,0.045
408,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",financial_reqt,No,Unclear,0.035699999999999996
409,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",travel_reqt,No,No,0.02154
410,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",planning_reqt,No,No,0.04211999999999999
411,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",location_reqt,Yes,No,0.02103
412,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",timing_reqt,No,No,0.058109999999999995
413,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",prosociality,No,Unclear,0.0528
414,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",delay,Yes,Yes,0.044969999999999996
415,A_30,"change in avg % of yellow labeled items purchased, baseline to 24 mo",authority,No,No,0.024390000000000002
416,A_30,"change in avg A1c, baseline to 12 mo",behavior_priority,secondary,"The text does not provide information on a behavioral outcome named ""change in avg A1c, baseline to 12 mo.""",0.06399
417,A_30,"change in avg A1c, baseline to 12 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06699
418,A_30,"change in avg A1c, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.040920000000000005
419,A_30,"change in avg A1c, baseline to 12 mo",behavior_metric,continuous,continuous,0.061619999999999994
420,A_30,"change in avg A1c, baseline to 12 mo",behavior_selfreport,N,N,0.04491
421,A_30,"change in avg A1c, baseline to 12 mo",financial_reqt,No,Unclear,0.03561
422,A_30,"change in avg A1c, baseline to 12 mo",travel_reqt,No,No,0.02145
423,A_30,"change in avg A1c, baseline to 12 mo",planning_reqt,No,Unclear,0.04209
424,A_30,"change in avg A1c, baseline to 12 mo",location_reqt,No,Unclear,0.020999999999999998
425,A_30,"change in avg A1c, baseline to 12 mo",timing_reqt,No,No,0.058019999999999995
426,A_30,"change in avg A1c, baseline to 12 mo",prosociality,No,Unclear,0.05271
427,A_30,"change in avg A1c, baseline to 12 mo",delay,Yes,Unclear,0.04494
428,A_30,"change in avg A1c, baseline to 12 mo",authority,No,No,0.024300000000000002
429,A_30,"change in avg A1c, baseline to 24 mo",behavior_priority,secondary,"The text does not provide information on a behavioral outcome named ""change in avg A1c, baseline to 24 mo.""",0.06399
430,A_30,"change in avg A1c, baseline to 24 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687
431,A_30,"change in avg A1c, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.040920000000000005
432,A_30,"change in avg A1c, baseline to 24 mo",behavior_metric,continuous,continuous,0.061619999999999994
433,A_30,"change in avg A1c, baseline to 24 mo",behavior_selfreport,N,N,0.04491
434,A_30,"change in avg A1c, baseline to 24 mo",financial_reqt,No,Unclear,0.03561
435,A_30,"change in avg A1c, baseline to 24 mo",travel_reqt,No,No,0.02145
436,A_30,"change in avg A1c, baseline to 24 mo",planning_reqt,No,Unclear,0.04209
437,A_30,"change in avg A1c, baseline to 24 mo",location_reqt,No,Unclear,0.020999999999999998
438,A_30,"change in avg A1c, baseline to 24 mo",timing_reqt,No,No,0.058019999999999995
439,A_30,"change in avg A1c, baseline to 24 mo",prosociality,No,Unclear,0.05271
440,A_30,"change in avg A1c, baseline to 24 mo",delay,Yes,Yes,0.044879999999999996
441,A_30,"change in avg A1c, baseline to 24 mo",authority,No,Unclear,0.02436
442,A_30,"change in calories purchased per day, baseline to 12 mo",behavior_priority,secondary,"The text does not provide information on a behavioral outcome named ""change in calories purchased per day, baseline to 12 mo.""",0.06399
443,A_30,"change in calories purchased per day, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687
444,A_30,"change in calories purchased per day, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.040920000000000005
445,A_30,"change in calories purchased per day, baseline to 12 mo",behavior_metric,continuous,continuous,0.061619999999999994
446,A_30,"change in calories purchased per day, baseline to 12 mo",behavior_selfreport,N,N,0.04491
447,A_30,"change in calories purchased per day, baseline to 12 mo",financial_reqt,No,No,0.03555
448,A_30,"change in calories purchased per day, baseline to 12 mo",travel_reqt,No,No,0.02145
449,A_30,"change in calories purchased per day, baseline to 12 mo",planning_reqt,No,No,0.04203
450,A_30,"change in calories purchased per day, baseline to 12 mo",location_reqt,Yes,No,0.02094
451,A_30,"change in calories purchased per day, baseline to 12 mo",timing_reqt,No,No,0.058019999999999995
452,A_30,"change in calories purchased per day, baseline to 12 mo",prosociality,No,Yes,0.052649999999999995
453,A_30,"change in calories purchased per day, baseline to 12 mo",delay,Yes,Yes,0.044879999999999996
454,A_30,"change in calories purchased per day, baseline to 12 mo",authority,No,No,0.024300000000000002
455,A_30,"change in calories purchased per day, baseline to 24 mo",behavior_priority,secondary,"The text does not provide information on a behavioral outcome named ""change in calories purchased per day, baseline to 24 mo.""",0.06399
456,A_30,"change in calories purchased per day, baseline to 24 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687
457,A_30,"change in calories purchased per day, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.040920000000000005
458,A_30,"change in calories purchased per day, baseline to 24 mo",behavior_metric,continuous,continuous,0.061619999999999994
459,A_30,"change in calories purchased per day, baseline to 24 mo",behavior_selfreport,N,N,0.04491
460,A_30,"change in calories purchased per day, baseline to 24 mo",financial_reqt,No,No,0.03555
461,A_30,"change in calories purchased per day, baseline to 24 mo",travel_reqt,No,No,0.02145
462,A_30,"change in calories purchased per day, baseline to 24 mo",planning_reqt,No,No,0.04203
463,A_30,"change in calories purchased per day, baseline to 24 mo",location_reqt,Yes,No,0.02094
464,A_30,"change in calories purchased per day, baseline to 24 mo",timing_reqt,No,No,0.058019999999999995
465,A_30,"change in calories purchased per day, baseline to 24 mo",prosociality,No,Yes,0.052649999999999995
466,A_30,"change in calories purchased per day, baseline to 24 mo",delay,Yes,Yes,0.044879999999999996
467,A_30,"change in calories purchased per day, baseline to 24 mo",authority,No,No,0.024300000000000002
468,A_30,"change in diastolic BP, baseline to 12 mo",behavior_priority,secondary,none,0.06255000000000001
469,A_30,"change in diastolic BP, baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687
470,A_30,"change in diastolic BP, baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.040920000000000005
471,A_30,"change in diastolic BP, baseline to 12 mo",behavior_metric,continuous,continuous,0.061619999999999994
472,A_30,"change in diastolic BP, baseline to 12 mo",behavior_selfreport,N,N,0.04491
473,A_30,"change in diastolic BP, baseline to 12 mo",financial_reqt,No,Unclear,0.03561
474,A_30,"change in diastolic BP, baseline to 12 mo",travel_reqt,No,No,0.02145
475,A_30,"change in diastolic BP, baseline to 12 mo",planning_reqt,No,Unclear,0.04209
476,A_30,"change in diastolic BP, baseline to 12 mo",location_reqt,No,Unclear,0.020999999999999998
477,A_30,"change in diastolic BP, baseline to 12 mo",timing_reqt,No,No,0.058019999999999995
478,A_30,"change in diastolic BP, baseline to 12 mo",prosociality,No,Unclear,0.05271
479,A_30,"change in diastolic BP, baseline to 12 mo",delay,Yes,Yes,0.044879999999999996
480,A_30,"change in diastolic BP, baseline to 12 mo",authority,No,Unclear,0.02436
481,A_30,"change in diastolic BP, baseline to 24 mo",behavior_priority,secondary,none,0.06255000000000001
482,A_30,"change in diastolic BP, baseline to 24 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06687
483,A_30,"change in diastolic BP, baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.040920000000000005
484,A_30,"change in diastolic BP, baseline to 24 mo",behavior_metric,continuous,continuous,0.061619999999999994
485,A_30,"change in diastolic BP, baseline to 24 mo",behavior_selfreport,N,N,0.04491
486,A_30,"change in diastolic BP, baseline to 24 mo",financial_reqt,No,Unclear,0.03561
487,A_30,"change in diastolic BP, baseline to 24 mo",travel_reqt,No,No,0.02145
488,A_30,"change in diastolic BP, baseline to 24 mo",planning_reqt,No,Unclear,0.04209
489,A_30,"change in diastolic BP, baseline to 24 mo",location_reqt,No,Unclear,0.020999999999999998
490,A_30,"change in diastolic BP, baseline to 24 mo",timing_reqt,No,No,0.058019999999999995
491,A_30,"change in diastolic BP, baseline to 24 mo",prosociality,No,Unclear,0.05271
492,A_30,"change in diastolic BP, baseline to 24 mo",delay,Yes,Yes,0.044879999999999996
493,A_30,"change in diastolic BP, baseline to 24 mo",authority,No,Unclear,0.02436
494,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_priority,secondary,none,0.0627
495,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_focal,not,"Behavior 1 (main outcome measure for behavior): Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her? (0/1), focal",0.06767999999999999
496,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04107
497,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_metric,continuous,continuous,0.06176999999999999
498,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",behavior_selfreport,Y,N,0.045059999999999996
499,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",financial_reqt,No,No,0.035699999999999996
500,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",travel_reqt,No,No,0.021599999999999998
501,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",planning_reqt,No,No,0.042179999999999995
502,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",location_reqt,No,No,0.021089999999999998
503,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",timing_reqt,No,No,0.05817
504,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",prosociality,No,Yes,0.05279999999999999
505,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",delay,Yes,Yes,0.04503
506,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 12 mo",authority,No,No,0.02445
507,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_priority,secondary,none,0.0627
508,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_focal,not,"Behavior 1 (main outcome measure for behavior): Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her? (0/1), focal",0.06767999999999999
509,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04107
510,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_metric,continuous,continuous,0.06176999999999999
511,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",behavior_selfreport,Y,N,0.045059999999999996
512,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",financial_reqt,No,No,0.035699999999999996
513,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",travel_reqt,No,No,0.021599999999999998
514,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",planning_reqt,No,No,0.042179999999999995
515,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",location_reqt,No,Unclear,0.021149999999999995
516,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",timing_reqt,No,No,0.05817
517,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",prosociality,No,Yes,0.05279999999999999
518,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",delay,Yes,Yes,0.04503
519,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 24 mo",authority,No,No,0.02445
520,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_priority,secondary,none,0.0627
521,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_focal,not,"Behavior 1 (main outcome measure for behavior): Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her? (0/1), focal",0.06767999999999999
522,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_focal_estimate,Exact,Estimate,0.04107
523,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_metric,continuous,continuous,0.06176999999999999
524,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",behavior_selfreport,Y,N,0.045059999999999996
525,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",financial_reqt,No,No,0.035699999999999996
526,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",travel_reqt,No,No,0.021599999999999998
527,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",planning_reqt,No,No,0.042179999999999995
528,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",location_reqt,No,No,0.021089999999999998
529,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",timing_reqt,No,No,0.05817
530,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",prosociality,No,Yes,0.05279999999999999
531,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",delay,Yes,Yes,0.04503
532,A_30,"change in diet quality (Healthy Eating Index 2015), baseline to 6 mo",authority,No,No,0.02445
533,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_priority,secondary,none,0.06261
534,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_focal,not,"Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?), focal",0.06693
535,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_focal_estimate,Exact,Estimate,0.04098
536,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_metric,continuous,continuous,0.06167999999999999
537,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",behavior_selfreport,N,N,0.044969999999999996
538,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",financial_reqt,No,No,0.035609999999999996
539,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",travel_reqt,No,No,0.021509999999999998
540,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",planning_reqt,No,No,0.042089999999999995
541,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",location_reqt,Yes,No,0.020999999999999998
542,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",timing_reqt,No,No,0.05807999999999999
543,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",prosociality,No,Yes,0.05270999999999999
544,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",delay,Yes,Yes,0.044939999999999994
545,A_30,"change in healthy purchasing score (avg %), baseline to 12 mo",authority,No,No,0.024360000000000003
546,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_priority,secondary,"The behavioral outcome ""change in healthy purchasing score (avg %), baseline to 24 mo"" is not mentioned in the provided text.",0.06416999999999999
547,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_focal,not,Behavior 1 (Did the participant get a first shot of a COVID-19 vaccine within the first month after the vaccine became available to him/her?)/focal,0.06705
548,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_focal_estimate,Exact,Estimate,0.04098
549,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_metric,continuous,continuous,0.06167999999999999
550,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",behavior_selfreport,N,N,0.044969999999999996
551,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",financial_reqt,No,No,0.035609999999999996
552,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",travel_reqt,No,No,0.021509999999999998
553,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",planning_reqt,No,Unclear,0.04215
554,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",location_reqt,Yes,No,0.020999999999999998
555,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",timing_reqt,No,No,0.05807999999999999
556,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",prosociality,No,Yes,0.05270999999999999
557,A_30,"change in healthy purchasing score (avg %), baseline to 24 mo",delay,Yes,Yes,0.044939999999999994
